timestamp_utc,unix_ms,event_type,best_yes_bid,best_yes_ask,mid_yes,spread_yes,best_no_bid,best_no_ask,mid_no,spread_no,yes_depth_3,no_depth_3
2026-05-28T02:15:30.977819+00:00,1779934530977,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,1215.05,5298.47
2026-05-28T02:15:30.978353+00:00,1779934530978,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,1215.05,5298.47
2026-05-28T02:15:30.979048+00:00,1779934530979,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,1215.05,5293.47
2026-05-28T02:15:30.979652+00:00,1779934530979,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,1215.05,5794.47
2026-05-28T02:15:30.980862+00:00,1779934530980,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,1215.05,5794.47
2026-05-28T02:15:30.981289+00:00,1779934530981,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,1215.05,5794.47
2026-05-28T02:15:30.981831+00:00,1779934530981,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,1215.05,5794.47
2026-05-28T02:15:30.982403+00:00,1779934530982,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,1215.05,5794.47
2026-05-28T02:15:30.982984+00:00,1779934530982,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,1205.05,5794.47
2026-05-28T02:15:30.983397+00:00,1779934530983,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,1215.05,5794.47
2026-05-28T02:15:30.983879+00:00,1779934530983,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,1135.05,5794.47
2026-05-28T02:15:30.984390+00:00,1779934530984,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,1135.05,5794.47
2026-05-28T02:15:30.984853+00:00,1779934530984,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,1135.05,5794.47
2026-05-28T02:15:30.985304+00:00,1779934530985,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,635.05,5794.47
2026-05-28T02:15:30.985728+00:00,1779934530985,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,635.05,5794.47
2026-05-28T02:15:30.986169+00:00,1779934530986,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,635.05,5794.47
2026-05-28T02:15:30.986589+00:00,1779934530986,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,538.67,5794.47
2026-05-28T02:15:30.987048+00:00,1779934530987,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,538.67,5794.47
2026-05-28T02:15:30.987485+00:00,1779934530987,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,538.67,5794.47
2026-05-28T02:15:30.987869+00:00,1779934530987,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,457.99,5794.47
2026-05-28T02:15:30.988387+00:00,1779934530988,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,457.99,5794.47
2026-05-28T02:15:30.988897+00:00,1779934530988,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,457.99,5794.47
2026-05-28T02:15:30.989308+00:00,1779934530989,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,457.99,5794.47
2026-05-28T02:15:30.989708+00:00,1779934530989,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,457.99,5794.47
2026-05-28T02:15:30.990369+00:00,1779934530990,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,457.99,6594.47
2026-05-28T02:15:30.990859+00:00,1779934530990,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,457.99,6584.47
2026-05-28T02:15:30.991310+00:00,1779934530991,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,457.99,6594.47
2026-05-28T02:15:30.991766+00:00,1779934530991,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,457.99,6594.47
2026-05-28T02:15:30.992401+00:00,1779934530992,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,457.99,6594.47
2026-05-28T02:15:30.992955+00:00,1779934530992,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,537.99,6594.47
2026-05-28T02:15:30.993446+00:00,1779934530993,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,537.99,6594.47
2026-05-28T02:15:30.993853+00:00,1779934530993,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,537.99,6595.47
2026-05-28T02:15:30.994303+00:00,1779934530994,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,537.99,6595.47
2026-05-28T02:15:30.994725+00:00,1779934530994,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,537.99,6575.47
2026-05-28T02:15:30.995111+00:00,1779934530995,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,537.99,6595.47
2026-05-28T02:15:30.995522+00:00,1779934530995,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,522.99,6595.47
2026-05-28T02:15:30.995912+00:00,1779934530995,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,535.99,6595.47
2026-05-28T02:15:30.996359+00:00,1779934530996,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,525.99,6595.47
2026-05-28T02:15:30.996851+00:00,1779934530996,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,535.99,6595.47
2026-05-28T02:15:30.997308+00:00,1779934530997,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,535.99,6555.47
2026-05-28T02:15:30.997692+00:00,1779934530997,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,535.99,6595.47
2026-05-28T02:15:30.998130+00:00,1779934530998,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,515.99,6595.47
2026-05-28T02:15:31.018152+00:00,1779934531018,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,515.99,6594.47
2026-05-28T02:15:31.018823+00:00,1779934531018,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,515.99,6554.47
2026-05-28T02:15:31.019402+00:00,1779934531019,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,515.99,6594.47
2026-05-28T02:15:31.019893+00:00,1779934531019,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,515.99,6594.47
2026-05-28T02:15:31.020439+00:00,1779934531020,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,515.99,6594.47
2026-05-28T02:15:31.020941+00:00,1779934531020,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,502.99,6594.47
2026-05-28T02:15:31.021352+00:00,1779934531021,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,522.99,6594.47
2026-05-28T02:15:31.021773+00:00,1779934531021,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,522.99,6594.47
2026-05-28T02:15:31.022296+00:00,1779934531022,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,522.99,6594.47
2026-05-28T02:15:31.022702+00:00,1779934531022,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,522.99,6594.47
2026-05-28T02:15:31.047245+00:00,1779934531047,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,522.99,6594.47
2026-05-28T02:15:31.047877+00:00,1779934531047,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,522.99,6594.47
2026-05-28T02:15:31.048458+00:00,1779934531048,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,522.99,6594.47
2026-05-28T02:15:31.048978+00:00,1779934531048,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,481.0,6594.47
2026-05-28T02:15:31.049469+00:00,1779934531049,delta,0.56,0.57,0.565,0.01,0.43,0.44,0.435,0.01,480.0,6594.47
2026-05-28T02:15:31.049920+00:00,1779934531049,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,945.0,6594.47
2026-05-28T02:15:31.050405+00:00,1779934531050,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,945.0,6594.47
2026-05-28T02:15:31.050854+00:00,1779934531050,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,945.0,6594.47
2026-05-28T02:15:31.051385+00:00,1779934531051,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,945.0,6093.47
2026-05-28T02:15:31.051806+00:00,1779934531051,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,945.0,6093.47
2026-05-28T02:15:31.052283+00:00,1779934531052,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,945.0,6093.47
2026-05-28T02:15:31.052774+00:00,1779934531052,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,945.0,6093.47
2026-05-28T02:15:31.053220+00:00,1779934531053,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,945.0,6093.47
2026-05-28T02:15:31.053639+00:00,1779934531053,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,945.0,5293.47
2026-05-28T02:15:31.054070+00:00,1779934531054,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,945.0,5293.47
2026-05-28T02:15:31.054478+00:00,1779934531054,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,945.0,5293.47
2026-05-28T02:15:31.080659+00:00,1779934531080,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,945.0,5293.47
2026-05-28T02:15:31.081388+00:00,1779934531081,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,865.0,5293.47
2026-05-28T02:15:31.082018+00:00,1779934531082,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,945.0,5293.47
2026-05-28T02:15:31.082622+00:00,1779934531082,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,934.0,5293.47
2026-05-28T02:15:31.083101+00:00,1779934531083,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,434.0,5293.47
2026-05-28T02:15:31.083594+00:00,1779934531083,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,434.0,5293.47
2026-05-28T02:15:31.084136+00:00,1779934531084,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,434.0,5293.47
2026-05-28T02:15:31.084630+00:00,1779934531084,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,434.0,5293.47
2026-05-28T02:15:31.085127+00:00,1779934531085,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,445.0,5293.47
2026-05-28T02:15:31.085639+00:00,1779934531085,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,445.0,5293.47
2026-05-28T02:15:31.086174+00:00,1779934531086,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,445.0,5293.47
2026-05-28T02:15:31.086618+00:00,1779934531086,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,425.0,5293.47
2026-05-28T02:15:31.087101+00:00,1779934531087,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,416.0,5293.47
2026-05-28T02:15:31.087516+00:00,1779934531087,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,373.01,5293.47
2026-05-28T02:15:31.087966+00:00,1779934531087,delta,0.55,0.57,0.56,0.02,0.43,0.45,0.44,0.02,373.01,5283.47
2026-05-28T02:15:31.088427+00:00,1779934531088,delta,0.55,0.56,0.555,0.01,0.44,0.45,0.445,0.01,373.01,5115.47
2026-05-28T02:15:31.088883+00:00,1779934531088,delta,0.55,0.56,0.555,0.01,0.44,0.45,0.445,0.01,373.01,5290.47
2026-05-28T02:15:31.110520+00:00,1779934531110,delta,0.55,0.56,0.555,0.01,0.44,0.45,0.445,0.01,373.01,5290.47
2026-05-28T02:15:31.113340+00:00,1779934531113,delta,0.55,0.56,0.555,0.01,0.44,0.45,0.445,0.01,373.01,5290.47
2026-05-28T02:15:31.114491+00:00,1779934531114,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,1351.0,5290.47
2026-05-28T02:15:31.114975+00:00,1779934531114,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,1351.0,4790.47
2026-05-28T02:15:31.115394+00:00,1779934531115,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,1351.0,5290.47
2026-05-28T02:15:31.115842+00:00,1779934531115,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,851.0,5290.47
2026-05-28T02:15:31.116234+00:00,1779934531116,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,851.0,5290.47
2026-05-28T02:15:31.116694+00:00,1779934531116,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,851.0,5240.47
2026-05-28T02:15:31.117095+00:00,1779934531117,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,851.0,5290.47
2026-05-28T02:15:31.117550+00:00,1779934531117,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,851.0,4790.47
2026-05-28T02:15:31.117957+00:00,1779934531117,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,851.0,5290.47
2026-05-28T02:15:31.118350+00:00,1779934531118,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,851.0,5290.47
2026-05-28T02:15:31.118777+00:00,1779934531118,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,931.0,5290.47
2026-05-28T02:15:31.119179+00:00,1779934531119,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,921.0,5290.47
2026-05-28T02:15:31.119548+00:00,1779934531119,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,931.0,5290.47
2026-05-28T02:15:31.119931+00:00,1779934531119,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,931.0,5366.47
2026-05-28T02:15:31.120386+00:00,1779934531120,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,931.0,5290.47
2026-05-28T02:15:31.120881+00:00,1779934531120,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,911.0,5290.47
2026-05-28T02:15:31.121292+00:00,1779934531121,delta,0.54,0.56,0.55,0.02,0.44,0.46,0.45,0.02,931.0,5290.47
