timestamp_utc,unix_ms,event_type,best_yes_bid,best_no_bid,best_yes_ask,best_no_ask,mid_yes,spread_yes,yes_depth_3,no_depth_3
2026-05-28T02:20:02.215046+00:00,1779934802215,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1249.65
2026-05-28T02:20:02.216139+00:00,1779934802216,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1249.65
2026-05-28T02:20:02.217019+00:00,1779934802217,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1249.65
2026-05-28T02:20:02.217439+00:00,1779934802217,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1249.65
2026-05-28T02:20:02.217839+00:00,1779934802217,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1249.65
2026-05-28T02:20:02.218247+00:00,1779934802218,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1249.65
2026-05-28T02:20:02.218627+00:00,1779934802218,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1249.65
2026-05-28T02:20:02.218989+00:00,1779934802218,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1249.65
2026-05-28T02:20:02.219459+00:00,1779934802219,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1249.65
2026-05-28T02:20:02.220043+00:00,1779934802220,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1249.65
2026-05-28T02:20:02.220514+00:00,1779934802220,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1249.65
2026-05-28T02:20:02.221013+00:00,1779934802221,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1249.65
2026-05-28T02:20:02.221502+00:00,1779934802221,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1249.65
2026-05-28T02:20:02.221992+00:00,1779934802221,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1248.65
2026-05-28T02:20:02.222473+00:00,1779934802222,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1248.65
2026-05-28T02:20:02.222945+00:00,1779934802222,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1248.65
2026-05-28T02:20:02.223388+00:00,1779934802223,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1248.65
2026-05-28T02:20:02.223835+00:00,1779934802223,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1248.65
2026-05-28T02:20:02.224297+00:00,1779934802224,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1248.65
2026-05-28T02:20:02.224872+00:00,1779934802224,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1248.65
2026-05-28T02:20:02.225408+00:00,1779934802225,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1248.65
2026-05-28T02:20:02.225922+00:00,1779934802225,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1248.65
2026-05-28T02:20:02.226343+00:00,1779934802226,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1248.65
2026-05-28T02:20:02.226796+00:00,1779934802226,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1248.65
2026-05-28T02:20:02.227380+00:00,1779934802227,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1248.65
2026-05-28T02:20:02.237692+00:00,1779934802237,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1248.65
2026-05-28T02:20:02.238477+00:00,1779934802238,delta,0.59,0.79,0.21,0.41,0.4,-0.38,0.0,1248.65
