timestamp_utc,unix_ms,event_type,best_yes_bid,best_no_bid,best_yes_ask,best_no_ask,mid_yes,spread_yes,yes_depth_3,no_depth_3
2026-05-28T02:15:30.953286+00:00,1779934530953,delta,0.56,0.43,0.57,0.44,0.565,0.01,4790.68,3975.66
2026-05-28T02:15:30.953851+00:00,1779934530953,delta,0.56,0.43,0.57,0.44,0.565,0.01,4790.68,4175.66
2026-05-28T02:15:30.954293+00:00,1779934530954,delta,0.56,0.43,0.57,0.44,0.565,0.01,4790.68,4375.66
2026-05-28T02:15:30.954735+00:00,1779934530954,delta,0.56,0.43,0.57,0.44,0.565,0.01,4790.68,4375.66
2026-05-28T02:15:30.955172+00:00,1779934530955,delta,0.56,0.43,0.57,0.44,0.565,0.01,4790.68,4425.66
2026-05-28T02:15:30.955626+00:00,1779934530955,delta,0.56,0.43,0.57,0.44,0.565,0.01,4790.68,4408.47
2026-05-28T02:15:30.956078+00:00,1779934530956,delta,0.56,0.43,0.57,0.44,0.565,0.01,4790.68,4408.47
2026-05-28T02:15:30.956539+00:00,1779934530956,delta,0.56,0.43,0.57,0.44,0.565,0.01,3790.05,4408.47
2026-05-28T02:15:30.956968+00:00,1779934530956,delta,0.56,0.43,0.57,0.44,0.565,0.01,4790.68,4408.47
2026-05-28T02:15:30.957394+00:00,1779934530957,delta,0.56,0.43,0.57,0.44,0.565,0.01,4790.68,4408.47
2026-05-28T02:15:30.957867+00:00,1779934530957,delta,0.56,0.43,0.57,0.44,0.565,0.01,4790.68,4408.47
2026-05-28T02:15:30.958316+00:00,1779934530958,delta,0.56,0.43,0.57,0.44,0.565,0.01,4615.68,4408.47
2026-05-28T02:15:30.958809+00:00,1779934530958,delta,0.56,0.43,0.57,0.44,0.565,0.01,4615.68,4583.47
2026-05-28T02:15:30.959310+00:00,1779934530959,delta,0.56,0.43,0.57,0.44,0.565,0.01,4615.68,3583.47
2026-05-28T02:15:30.959745+00:00,1779934530959,delta,0.56,0.43,0.57,0.44,0.565,0.01,4615.68,4583.47
2026-05-28T02:15:30.960266+00:00,1779934530960,delta,0.56,0.43,0.57,0.44,0.565,0.01,4615.68,4583.47
2026-05-28T02:15:30.960849+00:00,1779934530960,delta,0.56,0.43,0.57,0.44,0.565,0.01,4615.68,4594.47
2026-05-28T02:15:30.961723+00:00,1779934530961,delta,0.56,0.43,0.57,0.44,0.565,0.01,4440.68,4594.47
2026-05-28T02:15:30.962519+00:00,1779934530962,delta,0.56,0.43,0.57,0.44,0.565,0.01,4440.68,4594.47
2026-05-28T02:15:30.962932+00:00,1779934530962,delta,0.56,0.43,0.57,0.44,0.565,0.01,4440.68,4594.47
2026-05-28T02:15:30.963323+00:00,1779934530963,delta,0.56,0.43,0.57,0.44,0.565,0.01,4191.68,4594.47
2026-05-28T02:15:30.963826+00:00,1779934530963,delta,0.56,0.43,0.57,0.44,0.565,0.01,4191.68,4594.47
2026-05-28T02:15:30.964257+00:00,1779934530964,delta,0.56,0.43,0.57,0.44,0.565,0.01,4191.68,4594.47
2026-05-28T02:15:30.964674+00:00,1779934530964,delta,0.56,0.43,0.57,0.44,0.565,0.01,4191.68,4594.47
2026-05-28T02:15:30.965022+00:00,1779934530965,delta,0.56,0.43,0.57,0.44,0.565,0.01,4191.68,4594.47
2026-05-28T02:15:30.965399+00:00,1779934530965,delta,0.56,0.43,0.57,0.44,0.565,0.01,4191.68,4594.47
2026-05-28T02:15:30.965768+00:00,1779934530965,delta,0.56,0.43,0.57,0.44,0.565,0.01,3690.68,4594.47
2026-05-28T02:15:30.966190+00:00,1779934530966,delta,0.56,0.43,0.57,0.44,0.565,0.01,3690.68,4594.47
2026-05-28T02:15:30.966525+00:00,1779934530966,delta,0.56,0.43,0.57,0.44,0.565,0.01,3690.68,4594.47
2026-05-28T02:15:30.966914+00:00,1779934530966,delta,0.56,0.43,0.57,0.44,0.565,0.01,3515.68,4594.47
2026-05-28T02:15:30.967341+00:00,1779934530967,delta,0.56,0.43,0.57,0.44,0.565,0.01,3515.68,4594.47
2026-05-28T02:15:30.967745+00:00,1779934530967,delta,0.56,0.43,0.57,0.44,0.565,0.01,3515.68,4594.47
2026-05-28T02:15:30.968126+00:00,1779934530968,delta,0.56,0.43,0.57,0.44,0.565,0.01,3515.68,4594.47
2026-05-28T02:15:30.968469+00:00,1779934530968,delta,0.56,0.43,0.57,0.44,0.565,0.01,3515.68,4594.47
2026-05-28T02:15:30.968865+00:00,1779934530968,delta,0.56,0.43,0.57,0.44,0.565,0.01,3515.68,4594.47
2026-05-28T02:15:30.969271+00:00,1779934530969,delta,0.56,0.43,0.57,0.44,0.565,0.01,3515.68,4599.47
2026-05-28T02:15:30.969636+00:00,1779934530969,delta,0.56,0.43,0.57,0.44,0.565,0.01,2515.05,4599.47
2026-05-28T02:15:30.970008+00:00,1779934530970,delta,0.56,0.43,0.57,0.44,0.565,0.01,2515.05,4599.47
2026-05-28T02:15:30.970379+00:00,1779934530970,delta,0.56,0.43,0.57,0.44,0.565,0.01,2515.05,3599.47
2026-05-28T02:15:30.970731+00:00,1779934530970,delta,0.56,0.43,0.57,0.44,0.565,0.01,2515.05,4599.47
2026-05-28T02:15:30.971094+00:00,1779934530971,delta,0.56,0.43,0.57,0.44,0.565,0.01,2515.05,4599.47
2026-05-28T02:15:30.971435+00:00,1779934530971,delta,0.56,0.43,0.57,0.44,0.565,0.01,2515.05,4599.47
2026-05-28T02:15:30.971822+00:00,1779934530971,delta,0.56,0.43,0.57,0.44,0.565,0.01,2515.05,4598.47
2026-05-28T02:15:30.972159+00:00,1779934530972,delta,0.56,0.43,0.57,0.44,0.565,0.01,2515.05,4598.47
2026-05-28T02:15:30.972533+00:00,1779934530972,delta,0.56,0.43,0.57,0.44,0.565,0.01,2515.05,3298.47
2026-05-28T02:15:30.972909+00:00,1779934530972,delta,0.56,0.43,0.57,0.44,0.565,0.01,2515.05,4598.47
2026-05-28T02:15:30.973305+00:00,1779934530973,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,4598.47
2026-05-28T02:15:30.973662+00:00,1779934530973,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,4598.47
2026-05-28T02:15:30.974015+00:00,1779934530974,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,4598.47
2026-05-28T02:15:30.974359+00:00,1779934530974,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,5098.47
2026-05-28T02:15:30.974729+00:00,1779934530974,delta,0.56,0.43,0.57,0.44,0.565,0.01,715.05,5098.47
2026-05-28T02:15:30.975083+00:00,1779934530975,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,5098.47
2026-05-28T02:15:30.975409+00:00,1779934530975,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,5088.47
2026-05-28T02:15:30.975778+00:00,1779934530975,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,5098.47
2026-05-28T02:15:30.976334+00:00,1779934530976,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,3798.47
2026-05-28T02:15:30.976840+00:00,1779934530976,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,5098.47
2026-05-28T02:15:30.977371+00:00,1779934530977,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,5298.47
2026-05-28T02:15:30.977819+00:00,1779934530977,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,5298.47
2026-05-28T02:15:30.978353+00:00,1779934530978,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,5298.47
2026-05-28T02:15:30.979048+00:00,1779934530979,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,5293.47
2026-05-28T02:15:30.979652+00:00,1779934530979,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,5794.47
2026-05-28T02:15:30.980862+00:00,1779934530980,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,5794.47
2026-05-28T02:15:30.981289+00:00,1779934530981,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,5794.47
2026-05-28T02:15:30.981831+00:00,1779934530981,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,5794.47
2026-05-28T02:15:30.982403+00:00,1779934530982,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,5794.47
2026-05-28T02:15:30.982984+00:00,1779934530982,delta,0.56,0.43,0.57,0.44,0.565,0.01,1205.05,5794.47
2026-05-28T02:15:30.983397+00:00,1779934530983,delta,0.56,0.43,0.57,0.44,0.565,0.01,1215.05,5794.47
2026-05-28T02:15:30.983879+00:00,1779934530983,delta,0.56,0.43,0.57,0.44,0.565,0.01,1135.05,5794.47
2026-05-28T02:15:30.984390+00:00,1779934530984,delta,0.56,0.43,0.57,0.44,0.565,0.01,1135.05,5794.47
2026-05-28T02:15:30.984853+00:00,1779934530984,delta,0.56,0.43,0.57,0.44,0.565,0.01,1135.05,5794.47
2026-05-28T02:15:30.985304+00:00,1779934530985,delta,0.56,0.43,0.57,0.44,0.565,0.01,635.05,5794.47
2026-05-28T02:15:30.985728+00:00,1779934530985,delta,0.56,0.43,0.57,0.44,0.565,0.01,635.05,5794.47
2026-05-28T02:15:30.986169+00:00,1779934530986,delta,0.56,0.43,0.57,0.44,0.565,0.01,635.05,5794.47
2026-05-28T02:15:30.986589+00:00,1779934530986,delta,0.56,0.43,0.57,0.44,0.565,0.01,538.67,5794.47
2026-05-28T02:15:30.987048+00:00,1779934530987,delta,0.56,0.43,0.57,0.44,0.565,0.01,538.67,5794.47
2026-05-28T02:15:30.987485+00:00,1779934530987,delta,0.56,0.43,0.57,0.44,0.565,0.01,538.67,5794.47
2026-05-28T02:15:30.987869+00:00,1779934530987,delta,0.56,0.43,0.57,0.44,0.565,0.01,457.99,5794.47
2026-05-28T02:15:30.988387+00:00,1779934530988,delta,0.56,0.43,0.57,0.44,0.565,0.01,457.99,5794.47
2026-05-28T02:15:30.988897+00:00,1779934530988,delta,0.56,0.43,0.57,0.44,0.565,0.01,457.99,5794.47
2026-05-28T02:15:30.989308+00:00,1779934530989,delta,0.56,0.43,0.57,0.44,0.565,0.01,457.99,5794.47
2026-05-28T02:15:30.989708+00:00,1779934530989,delta,0.56,0.43,0.57,0.44,0.565,0.01,457.99,5794.47
2026-05-28T02:15:30.990369+00:00,1779934530990,delta,0.56,0.43,0.57,0.44,0.565,0.01,457.99,6594.47
2026-05-28T02:15:30.990859+00:00,1779934530990,delta,0.56,0.43,0.57,0.44,0.565,0.01,457.99,6584.47
2026-05-28T02:15:30.991310+00:00,1779934530991,delta,0.56,0.43,0.57,0.44,0.565,0.01,457.99,6594.47
2026-05-28T02:15:30.991766+00:00,1779934530991,delta,0.56,0.43,0.57,0.44,0.565,0.01,457.99,6594.47
2026-05-28T02:15:30.992401+00:00,1779934530992,delta,0.56,0.43,0.57,0.44,0.565,0.01,457.99,6594.47
2026-05-28T02:15:30.992955+00:00,1779934530992,delta,0.56,0.43,0.57,0.44,0.565,0.01,537.99,6594.47
2026-05-28T02:15:30.993446+00:00,1779934530993,delta,0.56,0.43,0.57,0.44,0.565,0.01,537.99,6594.47
2026-05-28T02:15:30.993853+00:00,1779934530993,delta,0.56,0.43,0.57,0.44,0.565,0.01,537.99,6595.47
2026-05-28T02:15:30.994303+00:00,1779934530994,delta,0.56,0.43,0.57,0.44,0.565,0.01,537.99,6595.47
2026-05-28T02:15:30.994725+00:00,1779934530994,delta,0.56,0.43,0.57,0.44,0.565,0.01,537.99,6575.47
2026-05-28T02:15:30.995111+00:00,1779934530995,delta,0.56,0.43,0.57,0.44,0.565,0.01,537.99,6595.47
2026-05-28T02:15:30.995522+00:00,1779934530995,delta,0.56,0.43,0.57,0.44,0.565,0.01,522.99,6595.47
2026-05-28T02:15:30.995912+00:00,1779934530995,delta,0.56,0.43,0.57,0.44,0.565,0.01,535.99,6595.47
2026-05-28T02:15:30.996359+00:00,1779934530996,delta,0.56,0.43,0.57,0.44,0.565,0.01,525.99,6595.47
2026-05-28T02:15:30.996851+00:00,1779934530996,delta,0.56,0.43,0.57,0.44,0.565,0.01,535.99,6595.47
2026-05-28T02:15:30.997308+00:00,1779934530997,delta,0.56,0.43,0.57,0.44,0.565,0.01,535.99,6555.47
2026-05-28T02:15:30.997692+00:00,1779934530997,delta,0.56,0.43,0.57,0.44,0.565,0.01,535.99,6595.47
2026-05-28T02:15:30.998130+00:00,1779934530998,delta,0.56,0.43,0.57,0.44,0.565,0.01,515.99,6595.47
2026-05-28T02:15:31.018152+00:00,1779934531018,delta,0.56,0.43,0.57,0.44,0.565,0.01,515.99,6594.47
2026-05-28T02:15:31.018823+00:00,1779934531018,delta,0.56,0.43,0.57,0.44,0.565,0.01,515.99,6554.47
2026-05-28T02:15:31.019402+00:00,1779934531019,delta,0.56,0.43,0.57,0.44,0.565,0.01,515.99,6594.47
2026-05-28T02:15:31.019893+00:00,1779934531019,delta,0.56,0.43,0.57,0.44,0.565,0.01,515.99,6594.47
2026-05-28T02:15:31.020439+00:00,1779934531020,delta,0.56,0.43,0.57,0.44,0.565,0.01,515.99,6594.47
2026-05-28T02:15:31.020941+00:00,1779934531020,delta,0.56,0.43,0.57,0.44,0.565,0.01,502.99,6594.47
2026-05-28T02:15:31.021352+00:00,1779934531021,delta,0.56,0.43,0.57,0.44,0.565,0.01,522.99,6594.47
2026-05-28T02:15:31.021773+00:00,1779934531021,delta,0.56,0.43,0.57,0.44,0.565,0.01,522.99,6594.47
2026-05-28T02:15:31.022296+00:00,1779934531022,delta,0.56,0.43,0.57,0.44,0.565,0.01,522.99,6594.47
2026-05-28T02:15:31.022702+00:00,1779934531022,delta,0.56,0.43,0.57,0.44,0.565,0.01,522.99,6594.47
2026-05-28T02:15:31.047245+00:00,1779934531047,delta,0.56,0.43,0.57,0.44,0.565,0.01,522.99,6594.47
2026-05-28T02:15:31.047877+00:00,1779934531047,delta,0.56,0.43,0.57,0.44,0.565,0.01,522.99,6594.47
2026-05-28T02:15:31.048458+00:00,1779934531048,delta,0.56,0.43,0.57,0.44,0.565,0.01,522.99,6594.47
2026-05-28T02:15:31.048978+00:00,1779934531048,delta,0.56,0.43,0.57,0.44,0.565,0.01,481.0,6594.47
2026-05-28T02:15:31.049469+00:00,1779934531049,delta,0.56,0.43,0.57,0.44,0.565,0.01,480.0,6594.47
2026-05-28T02:15:31.049920+00:00,1779934531049,delta,0.55,0.43,0.57,0.45,0.56,0.02,945.0,6594.47
2026-05-28T02:15:31.050405+00:00,1779934531050,delta,0.55,0.43,0.57,0.45,0.56,0.02,945.0,6594.47
2026-05-28T02:15:31.050854+00:00,1779934531050,delta,0.55,0.43,0.57,0.45,0.56,0.02,945.0,6594.47
2026-05-28T02:15:31.051385+00:00,1779934531051,delta,0.55,0.43,0.57,0.45,0.56,0.02,945.0,6093.47
2026-05-28T02:15:31.051806+00:00,1779934531051,delta,0.55,0.43,0.57,0.45,0.56,0.02,945.0,6093.47
2026-05-28T02:15:31.052283+00:00,1779934531052,delta,0.55,0.43,0.57,0.45,0.56,0.02,945.0,6093.47
2026-05-28T02:15:31.052774+00:00,1779934531052,delta,0.55,0.43,0.57,0.45,0.56,0.02,945.0,6093.47
2026-05-28T02:15:31.053220+00:00,1779934531053,delta,0.55,0.43,0.57,0.45,0.56,0.02,945.0,6093.47
2026-05-28T02:15:31.053639+00:00,1779934531053,delta,0.55,0.43,0.57,0.45,0.56,0.02,945.0,5293.47
2026-05-28T02:15:31.054070+00:00,1779934531054,delta,0.55,0.43,0.57,0.45,0.56,0.02,945.0,5293.47
2026-05-28T02:15:31.054478+00:00,1779934531054,delta,0.55,0.43,0.57,0.45,0.56,0.02,945.0,5293.47
2026-05-28T02:15:31.080659+00:00,1779934531080,delta,0.55,0.43,0.57,0.45,0.56,0.02,945.0,5293.47
2026-05-28T02:15:31.081388+00:00,1779934531081,delta,0.55,0.43,0.57,0.45,0.56,0.02,865.0,5293.47
2026-05-28T02:15:31.082018+00:00,1779934531082,delta,0.55,0.43,0.57,0.45,0.56,0.02,945.0,5293.47
2026-05-28T02:15:31.082622+00:00,1779934531082,delta,0.55,0.43,0.57,0.45,0.56,0.02,934.0,5293.47
2026-05-28T02:15:31.083101+00:00,1779934531083,delta,0.55,0.43,0.57,0.45,0.56,0.02,434.0,5293.47
2026-05-28T02:15:31.083594+00:00,1779934531083,delta,0.55,0.43,0.57,0.45,0.56,0.02,434.0,5293.47
2026-05-28T02:15:31.084136+00:00,1779934531084,delta,0.55,0.43,0.57,0.45,0.56,0.02,434.0,5293.47
2026-05-28T02:15:31.084630+00:00,1779934531084,delta,0.55,0.43,0.57,0.45,0.56,0.02,434.0,5293.47
2026-05-28T02:15:31.085127+00:00,1779934531085,delta,0.55,0.43,0.57,0.45,0.56,0.02,445.0,5293.47
2026-05-28T02:15:31.085639+00:00,1779934531085,delta,0.55,0.43,0.57,0.45,0.56,0.02,445.0,5293.47
2026-05-28T02:15:31.086174+00:00,1779934531086,delta,0.55,0.43,0.57,0.45,0.56,0.02,445.0,5293.47
2026-05-28T02:15:31.086618+00:00,1779934531086,delta,0.55,0.43,0.57,0.45,0.56,0.02,425.0,5293.47
2026-05-28T02:15:31.087101+00:00,1779934531087,delta,0.55,0.43,0.57,0.45,0.56,0.02,416.0,5293.47
2026-05-28T02:15:31.087516+00:00,1779934531087,delta,0.55,0.43,0.57,0.45,0.56,0.02,373.01,5293.47
2026-05-28T02:15:31.087966+00:00,1779934531087,delta,0.55,0.43,0.57,0.45,0.56,0.02,373.01,5283.47
2026-05-28T02:15:31.088427+00:00,1779934531088,delta,0.55,0.44,0.56,0.45,0.555,0.01,373.01,5115.47
2026-05-28T02:15:31.088883+00:00,1779934531088,delta,0.55,0.44,0.56,0.45,0.555,0.01,373.01,5290.47
2026-05-28T02:15:31.110520+00:00,1779934531110,delta,0.55,0.44,0.56,0.45,0.555,0.01,373.01,5290.47
2026-05-28T02:15:31.113340+00:00,1779934531113,delta,0.55,0.44,0.56,0.45,0.555,0.01,373.01,5290.47
2026-05-28T02:15:31.114491+00:00,1779934531114,delta,0.54,0.44,0.56,0.46,0.55,0.02,1351.0,5290.47
2026-05-28T02:15:31.114975+00:00,1779934531114,delta,0.54,0.44,0.56,0.46,0.55,0.02,1351.0,4790.47
2026-05-28T02:15:31.115394+00:00,1779934531115,delta,0.54,0.44,0.56,0.46,0.55,0.02,1351.0,5290.47
2026-05-28T02:15:31.115842+00:00,1779934531115,delta,0.54,0.44,0.56,0.46,0.55,0.02,851.0,5290.47
2026-05-28T02:15:31.116234+00:00,1779934531116,delta,0.54,0.44,0.56,0.46,0.55,0.02,851.0,5290.47
2026-05-28T02:15:31.116694+00:00,1779934531116,delta,0.54,0.44,0.56,0.46,0.55,0.02,851.0,5240.47
2026-05-28T02:15:31.117095+00:00,1779934531117,delta,0.54,0.44,0.56,0.46,0.55,0.02,851.0,5290.47
2026-05-28T02:15:31.117550+00:00,1779934531117,delta,0.54,0.44,0.56,0.46,0.55,0.02,851.0,4790.47
2026-05-28T02:15:31.117957+00:00,1779934531117,delta,0.54,0.44,0.56,0.46,0.55,0.02,851.0,5290.47
2026-05-28T02:15:31.118350+00:00,1779934531118,delta,0.54,0.44,0.56,0.46,0.55,0.02,851.0,5290.47
2026-05-28T02:15:31.118777+00:00,1779934531118,delta,0.54,0.44,0.56,0.46,0.55,0.02,931.0,5290.47
2026-05-28T02:15:31.119179+00:00,1779934531119,delta,0.54,0.44,0.56,0.46,0.55,0.02,921.0,5290.47
2026-05-28T02:15:31.119548+00:00,1779934531119,delta,0.54,0.44,0.56,0.46,0.55,0.02,931.0,5290.47
2026-05-28T02:15:31.119931+00:00,1779934531119,delta,0.54,0.44,0.56,0.46,0.55,0.02,931.0,5366.47
2026-05-28T02:15:31.120386+00:00,1779934531120,delta,0.54,0.44,0.56,0.46,0.55,0.02,931.0,5290.47
2026-05-28T02:15:31.120881+00:00,1779934531120,delta,0.54,0.44,0.56,0.46,0.55,0.02,911.0,5290.47
2026-05-28T02:15:31.121292+00:00,1779934531121,delta,0.54,0.44,0.56,0.46,0.55,0.02,931.0,5290.47
2026-05-28T02:15:31.121748+00:00,1779934531121,delta,0.54,0.44,0.56,0.46,0.55,0.02,931.0,4290.47
2026-05-28T02:15:31.122285+00:00,1779934531122,delta,0.54,0.44,0.56,0.46,0.55,0.02,931.0,5290.47
2026-05-28T02:15:31.122775+00:00,1779934531122,delta,0.54,0.44,0.56,0.46,0.55,0.02,931.0,5290.47
2026-05-28T02:15:31.123155+00:00,1779934531123,delta,0.54,0.44,0.56,0.46,0.55,0.02,931.0,5290.47
2026-05-28T02:15:31.123572+00:00,1779934531123,delta,0.54,0.44,0.56,0.46,0.55,0.02,931.0,3990.47
2026-05-28T02:15:31.123991+00:00,1779934531123,delta,0.54,0.44,0.56,0.46,0.55,0.02,931.0,5290.47
2026-05-28T02:15:31.124371+00:00,1779934531124,delta,0.55,0.44,0.56,0.45,0.555,0.01,436.94,5290.47
2026-05-28T02:15:31.124739+00:00,1779934531124,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,5290.47
2026-05-28T02:15:31.125103+00:00,1779934531125,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,5290.47
2026-05-28T02:15:31.137025+00:00,1779934531137,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,5110.47
2026-05-28T02:15:31.137759+00:00,1779934531137,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,4910.47
2026-05-28T02:15:31.138270+00:00,1779934531138,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,4710.47
2026-05-28T02:15:31.138751+00:00,1779934531138,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,4510.47
2026-05-28T02:15:31.139166+00:00,1779934531139,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,4510.47
2026-05-28T02:15:31.139589+00:00,1779934531139,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,4517.47
2026-05-28T02:15:31.141881+00:00,1779934531141,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,4497.47
2026-05-28T02:15:31.142365+00:00,1779934531142,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,4522.47
2026-05-28T02:15:31.142844+00:00,1779934531142,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,4414.0
2026-05-28T02:15:31.143420+00:00,1779934531143,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,4522.47
2026-05-28T02:15:31.144101+00:00,1779934531144,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,4521.47
2026-05-28T02:15:31.144819+00:00,1779934531144,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,4522.47
2026-05-28T02:15:31.145816+00:00,1779934531145,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,4522.47
2026-05-28T02:15:31.147148+00:00,1779934531147,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,4522.47
2026-05-28T02:15:31.147749+00:00,1779934531147,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,4022.47
2026-05-28T02:15:31.148273+00:00,1779934531148,delta,0.55,0.44,0.56,0.45,0.555,0.01,396.94,4522.47
