recorded_at_utc,threshold_price,window_start,window_close,ticker
2026-05-28T02:15:30.385092+00:00,74240.47,2026-05-28T02:15:00+00:00,2026-05-28T02:30:00+00:00,KXBTC15M-26MAY272230-30
