received_at_utc,trade_time,price,volume_24h
2026-05-28T02:15:30.638639+00:00,,74262.4,6446.1183111
2026-05-28T02:15:30.649733+00:00,,74254.76,6446.1183111
2026-05-28T02:15:30.730229+00:00,,74254.76,6446.1183111
2026-05-28T02:15:30.951765+00:00,,74254.75,6446.1183111
2026-05-28T02:15:30.990015+00:00,,74254.75,6446.1183111
2026-05-28T02:15:31.155629+00:00,,74259.587,6446.1183111
2026-05-28T02:15:31.236292+00:00,,74259.587,6446.1183111
2026-05-28T02:15:31.404564+00:00,,74243.43,6446.1183111
2026-05-28T02:15:31.477646+00:00,,74243.43,6446.1183111
2026-05-28T02:15:31.633955+00:00,,74243.42,6446.1183111
2026-05-28T02:15:31.730401+00:00,,74243.42,6446.1183111
2026-05-28T02:15:31.886870+00:00,,74238.0,6446.1183111
2026-05-28T02:15:31.980483+00:00,,74238.0,6446.1183111
2026-05-28T02:15:32.180718+00:00,,74236.81,6446.1183111
2026-05-28T02:15:32.233427+00:00,,74236.81,6446.1183111
2026-05-28T02:15:32.419323+00:00,,74236.8,6446.1183111
2026-05-28T02:15:32.677559+00:00,,74255.2,6446.1183111
2026-05-28T02:15:32.728752+00:00,,74255.2,6446.1183111
2026-05-28T02:15:32.926732+00:00,,74236.8,6446.46751185
2026-05-28T02:15:32.981269+00:00,,74236.8,6446.46751185
2026-05-28T02:15:33.108476+00:00,,74236.81,6446.46751185
2026-05-28T02:15:33.229742+00:00,,74236.81,6446.46751185
2026-05-28T02:15:33.481913+00:00,,74236.81,6446.46751185
2026-05-28T02:15:33.732352+00:00,,74236.81,6446.46751185
2026-05-28T02:15:33.906870+00:00,,74240.52,6446.46751185
2026-05-28T02:15:33.978964+00:00,,74240.52,6446.46751185
2026-05-28T02:15:34.152096+00:00,,74240.77,6446.46751185
2026-05-28T02:15:34.230178+00:00,,74240.77,6446.46751185
2026-05-28T02:15:34.481724+00:00,,74240.77,6446.46751185
2026-05-28T02:15:34.732540+00:00,,74240.77,6446.46751185
2026-05-28T02:15:34.901794+00:00,,74243.69,6446.46751185
2026-05-28T02:15:34.981297+00:00,,74243.69,6446.46751185
2026-05-28T02:15:35.136760+00:00,,74245.99,6446.46751185
2026-05-28T02:15:35.242913+00:00,,74245.99,6446.46751185
2026-05-28T02:15:35.478165+00:00,,74245.99,6446.46751185
2026-05-28T02:15:35.625583+00:00,,74247.72,6446.46751185
2026-05-28T02:15:35.731514+00:00,,74247.72,6446.46751185
2026-05-28T02:15:35.904530+00:00,,74247.71,6446.46751185
2026-05-28T02:15:35.978262+00:00,,74247.71,6446.46751185
2026-05-28T02:15:36.159765+00:00,,74247.72,6446.46751185
2026-05-28T02:15:36.232915+00:00,,74247.72,6446.46751185
2026-05-28T02:15:36.480160+00:00,,74247.72,6446.46751185
2026-05-28T02:15:36.654713+00:00,,74251.19,6446.46751185
2026-05-28T02:15:36.731899+00:00,,74251.19,6446.46751185
2026-05-28T02:15:36.901484+00:00,,74251.2,6446.46751185
2026-05-28T02:15:36.978084+00:00,,74251.2,6446.46751185
2026-05-28T02:15:37.155645+00:00,,74251.19,6446.46751185
2026-05-28T02:15:37.233191+00:00,,74251.19,6446.46751185
2026-05-28T02:15:37.408093+00:00,,74253.0,6446.46751185
2026-05-28T02:15:37.486276+00:00,,74253.0,6446.46751185
2026-05-28T02:15:37.729723+00:00,,74253.0,6446.46751185
2026-05-28T02:15:37.905653+00:00,,74254.75,6446.46751185
2026-05-28T02:15:37.976700+00:00,,74254.75,6446.46751185
2026-05-28T02:15:38.477527+00:00,,74254.75,6446.46751185
2026-05-28T02:15:38.734874+00:00,,74254.75,6446.46751185
2026-05-28T02:15:38.981658+00:00,,74254.75,6446.46751185
2026-05-28T02:15:39.229698+00:00,,74254.75,6446.46751185
2026-05-28T02:15:39.405836+00:00,,74254.76,6446.46751185
2026-05-28T02:15:39.482639+00:00,,74254.76,6446.46751185
2026-05-28T02:15:39.976070+00:00,,74254.76,6446.46751185
2026-05-28T02:15:40.159828+00:00,,74254.75,6446.46751185
2026-05-28T02:15:40.230843+00:00,,74254.75,6446.46751185
2026-05-28T02:15:40.383446+00:00,,74263.9,6446.46751185
2026-05-28T02:15:40.484761+00:00,,74263.9,6446.46751185
2026-05-28T02:15:40.651870+00:00,,74255.99,6446.46751185
2026-05-28T02:15:40.983054+00:00,,74255.99,6446.46751185
2026-05-28T02:15:41.233267+00:00,,74255.99,6446.46751185
2026-05-28T02:15:41.478688+00:00,,74255.99,6446.46751185
2026-05-28T02:15:41.655638+00:00,,74254.75,6446.46751185
2026-05-28T02:15:41.733659+00:00,,74254.75,6446.46751185
2026-05-28T02:15:42.477831+00:00,,74254.75,6446.46751185
2026-05-28T02:15:42.729465+00:00,,74254.75,6446.46751185
2026-05-28T02:15:43.231486+00:00,,74254.75,6446.46751185
2026-05-28T02:15:43.433765+00:00,,74254.75,6446.56854075
2026-05-28T02:15:43.735569+00:00,,74254.75,6446.56854075
2026-05-28T02:15:43.978377+00:00,,74254.75,6446.56854075
2026-05-28T02:15:44.156443+00:00,,74253.72,6446.56854075
2026-05-28T02:15:44.480295+00:00,,74253.72,6446.56854075
2026-05-28T02:15:44.731535+00:00,,74253.72,6446.56854075
2026-05-28T02:15:45.234515+00:00,,74253.72,6446.56854075
2026-05-28T02:15:45.480288+00:00,,74253.72,6446.56854075
2026-05-28T02:15:45.648491+00:00,,74253.73,6446.56854075
2026-05-28T02:15:45.732718+00:00,,74253.73,6446.56854075
2026-05-28T02:15:45.995621+00:00,,74253.72,6446.56854075
2026-05-28T02:15:45.996258+00:00,,74253.72,6446.56854075
2026-05-28T02:15:46.233622+00:00,,74253.72,6446.56854075
2026-05-28T02:15:46.512569+00:00,,74253.72,6446.56854075
2026-05-28T02:15:46.768462+00:00,,74253.72,6446.56854075
2026-05-28T02:15:46.984781+00:00,,74253.72,6446.56854075
2026-05-28T02:15:47.234697+00:00,,74253.72,6446.56854075
2026-05-28T02:15:47.477828+00:00,,74253.72,6446.56854075
2026-05-28T02:15:47.732518+00:00,,74253.72,6446.56854075
2026-05-28T02:15:47.907363+00:00,,74253.73,6446.56854075
2026-05-28T02:15:47.979389+00:00,,74253.73,6446.56854075
2026-05-28T02:15:48.112233+00:00,,74253.72,6446.56854075
2026-05-28T02:15:48.231656+00:00,,74253.72,6446.56854075
2026-05-28T02:15:48.482036+00:00,,74253.72,6446.56854075
2026-05-28T02:15:48.976464+00:00,,74253.72,6446.56854075
2026-05-28T02:15:49.228232+00:00,,74253.72,6446.56854075
2026-05-28T02:15:49.481908+00:00,,74253.72,6446.56854075
2026-05-28T02:15:49.737225+00:00,,74253.72,6446.56854075
2026-05-28T02:15:49.891052+00:00,,74263.1,6446.56854075
2026-05-28T02:15:49.980641+00:00,,74263.1,6446.56854075
2026-05-28T02:15:50.148397+00:00,,74257.7,6446.56854075
2026-05-28T02:15:50.234597+00:00,,74257.7,6446.56854075
2026-05-28T02:15:50.402718+00:00,,74242.71,6446.56854075
2026-05-28T02:15:50.478018+00:00,,74242.71,6446.56854075
2026-05-28T02:15:50.656898+00:00,,74242.72,6446.56854075
2026-05-28T02:15:50.731645+00:00,,74242.72,6446.56854075
2026-05-28T02:15:50.974296+00:00,,74252.2,6446.56854075
2026-05-28T02:15:51.478204+00:00,,74252.2,6446.56854075
2026-05-28T02:15:51.661907+00:00,,74242.71,6446.56854075
2026-05-28T02:15:51.734044+00:00,,74242.71,6446.56854075
2026-05-28T02:15:51.907014+00:00,,74242.72,6446.56854075
2026-05-28T02:15:52.231550+00:00,,74242.72,6446.56854075
2026-05-28T02:15:52.446456+00:00,,74242.71,6446.56854075
2026-05-28T02:15:52.478881+00:00,,74242.71,6446.56854075
2026-05-28T02:15:52.681969+00:00,,74242.72,6446.56854075
2026-05-28T02:15:52.731170+00:00,,74242.72,6446.56854075
2026-05-28T02:15:52.925599+00:00,,74250.1,6447.18736008
2026-05-28T02:15:52.978700+00:00,,74250.1,6447.18736008
2026-05-28T02:15:53.172828+00:00,,74240.0,6447.18736008
2026-05-28T02:15:53.233125+00:00,,74240.0,6447.18736008
2026-05-28T02:15:53.433403+00:00,,74242.57,6447.18736008
2026-05-28T02:15:53.481782+00:00,,74242.57,6447.18736008
2026-05-28T02:15:53.675125+00:00,,74242.58,6447.18736008
2026-05-28T02:15:54.233701+00:00,,74242.58,6447.18736008
2026-05-28T02:15:54.485436+00:00,,74242.58,6447.18736008
2026-05-28T02:15:54.642575+00:00,,74238.46,6447.18736008
2026-05-28T02:15:54.731061+00:00,,74238.46,6447.18736008
2026-05-28T02:15:54.879525+00:00,,74247.6,6447.18736008
2026-05-28T02:15:55.229860+00:00,,74247.6,6447.18736008
2026-05-28T02:15:55.476149+00:00,,74247.6,6447.18736008
2026-05-28T02:15:55.743687+00:00,,74247.6,6447.18736008
2026-05-28T02:15:55.867432+00:00,,74232.03,6447.18736008
2026-05-28T02:15:56.128234+00:00,,74243.41,6447.18736008
2026-05-28T02:15:56.730236+00:00,,74243.41,6447.18736008
2026-05-28T02:15:56.860636+00:00,,74232.03,6447.18736008
2026-05-28T02:15:57.156448+00:00,,74235.49,6447.18736008
2026-05-28T02:15:57.234027+00:00,,74235.49,6447.18736008
2026-05-28T02:15:57.481681+00:00,,74235.49,6447.18736008
2026-05-28T02:15:57.638396+00:00,,74230.01,6447.18736008
2026-05-28T02:15:57.744507+00:00,,74230.01,6447.18736008
2026-05-28T02:15:57.906426+00:00,,74226.42,6447.18736008
2026-05-28T02:15:57.981742+00:00,,74226.42,6447.18736008
2026-05-28T02:15:58.133163+00:00,,74224.42,6447.18736008
2026-05-28T02:15:58.242795+00:00,,74224.42,6447.18736008
2026-05-28T02:15:58.414231+00:00,,74222.69,6447.18736008
2026-05-28T02:15:58.487355+00:00,,74222.69,6447.18736008
2026-05-28T02:15:58.633213+00:00,,74222.4,6447.18736008
2026-05-28T02:15:58.735627+00:00,,74222.4,6447.18736008
2026-05-28T02:15:59.001845+00:00,,74222.4,6447.18736008
2026-05-28T02:15:59.235036+00:00,,74222.4,6447.18736008
2026-05-28T02:15:59.484589+00:00,,74222.4,6447.18736008
2026-05-28T02:15:59.655125+00:00,,74220.04,6447.18736008
2026-05-28T02:15:59.736063+00:00,,74220.04,6447.18736008
2026-05-28T02:15:59.890305+00:00,,74229.4,6447.18736008
2026-05-28T02:15:59.977587+00:00,,74229.4,6447.18736008
2026-05-28T02:16:00.151150+00:00,,74220.04,6447.18736008
2026-05-28T02:16:00.232770+00:00,,74220.04,6447.18736008
2026-05-28T02:16:00.482145+00:00,,74220.04,6447.18736008
2026-05-28T02:16:00.732399+00:00,,74220.04,6447.18736008
2026-05-28T02:16:00.980731+00:00,,74220.04,6447.18736008
2026-05-28T02:16:01.477980+00:00,,74220.04,6447.18736008
2026-05-28T02:16:01.732395+00:00,,74220.04,6447.18736008
2026-05-28T02:16:01.892416+00:00,,74220.05,6447.18736008
2026-05-28T02:16:01.978826+00:00,,74220.05,6447.18736008
2026-05-28T02:16:02.231107+00:00,,74220.05,6447.18736008
2026-05-28T02:16:02.423414+00:00,,74225.0,6447.18736008
2026-05-28T02:16:02.477947+00:00,,74225.0,6447.18736008
2026-05-28T02:16:02.675374+00:00,,74220.04,6447.18736008
2026-05-28T02:16:02.731656+00:00,,74220.04,6447.18736008
2026-05-28T02:16:02.923374+00:00,,74220.04,6448.47614502
2026-05-28T02:16:02.985270+00:00,,74220.04,6448.47614502
2026-05-28T02:16:03.233322+00:00,,74220.04,6448.47614502
2026-05-28T02:16:03.426660+00:00,,74217.9,6448.47614502
2026-05-28T02:16:03.478723+00:00,,74217.9,6448.47614502
2026-05-28T02:16:03.664995+00:00,,74217.61,6448.47614502
2026-05-28T02:16:03.731618+00:00,,74217.61,6448.47614502
2026-05-28T02:16:03.979117+00:00,,74217.61,6448.47614502
2026-05-28T02:16:04.448968+00:00,,74223.7,6448.47614502
2026-05-28T02:16:04.479519+00:00,,74223.7,6448.47614502
2026-05-28T02:16:04.717550+00:00,,74217.62,6448.47614502
2026-05-28T02:16:04.732410+00:00,,74217.62,6448.47614502
2026-05-28T02:16:04.949129+00:00,,74217.61,6448.47614502
2026-05-28T02:16:04.978319+00:00,,74217.61,6448.47614502
2026-05-28T02:16:05.113140+00:00,,74217.62,6448.47614502
2026-05-28T02:16:05.233824+00:00,,74217.62,6448.47614502
2026-05-28T02:16:05.483800+00:00,,74217.62,6448.47614502
2026-05-28T02:16:05.733667+00:00,,74217.62,6448.47614502
2026-05-28T02:16:05.911902+00:00,,74226.0,6448.47614502
2026-05-28T02:16:05.976622+00:00,,74226.0,6448.47614502
2026-05-28T02:16:06.229689+00:00,,74226.0,6448.47614502
2026-05-28T02:16:06.409498+00:00,,74227.99,6448.47614502
2026-05-28T02:16:06.481176+00:00,,74227.99,6448.47614502
2026-05-28T02:16:06.656302+00:00,,74228.0,6448.47614502
2026-05-28T02:16:06.735966+00:00,,74228.0,6448.47614502
2026-05-28T02:16:06.985632+00:00,,74228.0,6448.47614502
2026-05-28T02:16:07.157363+00:00,,74227.99,6448.47614502
2026-05-28T02:16:07.235816+00:00,,74227.99,6448.47614502
2026-05-28T02:16:07.408040+00:00,,74234.2,6448.47614502
2026-05-28T02:16:07.484239+00:00,,74234.2,6448.47614502
2026-05-28T02:16:07.731350+00:00,,74234.2,6448.47614502
2026-05-28T02:16:07.864891+00:00,,74228.0,6448.47614502
2026-05-28T02:16:08.230406+00:00,,74228.0,6448.47614502
2026-05-28T02:16:08.976543+00:00,,74228.0,6448.47614502
2026-05-28T02:16:09.407369+00:00,,74227.99,6448.47614502
2026-05-28T02:16:09.477720+00:00,,74227.99,6448.47614502
2026-05-28T02:16:09.736950+00:00,,74227.99,6448.47614502
2026-05-28T02:16:09.899620+00:00,,74228.0,6448.47614502
2026-05-28T02:16:10.060339+00:00,,74228.0,6448.47614502
2026-05-28T02:16:10.256288+00:00,,74228.0,6448.47614502
2026-05-28T02:16:10.481559+00:00,,74228.0,6448.47614502
2026-05-28T02:16:10.736340+00:00,,74228.0,6448.47614502
2026-05-28T02:16:10.980523+00:00,,74228.0,6448.47614502
2026-05-28T02:16:11.163861+00:00,,74228.87,6448.47614502
2026-05-28T02:16:11.229885+00:00,,74228.87,6448.47614502
2026-05-28T02:16:11.406767+00:00,,74231.7,6448.47614502
2026-05-28T02:16:11.482760+00:00,,74231.7,6448.47614502
2026-05-28T02:16:11.630191+00:00,,74231.71,6448.47614502
2026-05-28T02:16:11.739206+00:00,,74231.71,6448.47614502
2026-05-28T02:16:11.909557+00:00,,74231.7,6448.47614502
2026-05-28T02:16:11.981568+00:00,,74231.7,6448.47614502
2026-05-28T02:16:12.153830+00:00,,74231.71,6448.47614502
2026-05-28T02:16:12.234304+00:00,,74231.71,6448.47614502
2026-05-28T02:16:12.415484+00:00,,74231.7,6448.47614502
2026-05-28T02:16:12.484450+00:00,,74231.7,6448.47614502
2026-05-28T02:16:12.735459+00:00,,74231.7,6448.47614502
2026-05-28T02:16:12.896120+00:00,,74231.71,6448.47614502
2026-05-28T02:16:13.172331+00:00,,74238.718,6448.93619374
2026-05-28T02:16:13.233509+00:00,,74238.718,6448.93619374
2026-05-28T02:16:13.982701+00:00,,74238.718,6448.93619374
2026-05-28T02:16:14.153436+00:00,,74225.02,6448.93619374
2026-05-28T02:16:14.236481+00:00,,74225.02,6448.93619374
2026-05-28T02:16:14.400169+00:00,,74241.3,6448.93619374
2026-05-28T02:16:14.481458+00:00,,74241.3,6448.93619374
2026-05-28T02:16:14.655344+00:00,,74245.16,6448.93619374
