recorded_at_utc,threshold_price,window_start,window_close,ticker
2026-05-28T02:14:15.212915+00:00,74219.2,2026-05-28T02:00:00+00:00,2026-05-28T02:15:00+00:00,KXBTC15M-26MAY272215-15
